"","Year","Name","Team","POS","GP","AB","PA","LOB","SH","SF","GO","AO","GO/AO","BABIP","AB/HR","K%","BB%","BB/K","wOBA","wRAA","wRC","wRC+"
"645","2022","Gilberto Galaviz","AGS","C",43,131,145,57,2,2,34,41,"0.83",".387","131.00",9,4.8,53.8,0.383,8.4,32,94
"646","2022","Héctor Gómez","DUR","DH",3,14,14,7,0,0,1,4,"0.25",".500","-.--",28.6,0,0,0.361,0.6,3,78
"647","2022","Heriberto Morales","OAX","C",5,14,14,3,0,0,4,1,"4.00",".500","-.--",28.6,0,0,0.339,0.3,3,77
"648","2022","Leonardo Reginatto","AGS","3B",87,312,369,131,1,5,68,86,"0.79",".395","28.36",14.4,13.3,92.5,0.437,38.3,98,95
"649","2022","Keon Broxton","MVA","CF",73,253,320,78,1,1,47,35,"1.34",".464","12.65",25.9,18.4,71.1,0.507,52.3,104,104
"650","2022","Henry Alejandro Rodriguez","AGS","1B",86,308,354,114,0,1,77,87,"0.89",".352","15.40",10.2,12.7,125,0.458,43.1,100,96
"651","2022","Alfredo Meza","DUR","C",20,34,36,15,1,0,11,3,"3.67",".458","34.00",25,2.8,11.1,0.427,3.4,9,88
"652","2022","Ramon Rios","AGS","2B",69,275,300,95,3,4,92,80,"1.15",".345","39.29",4.7,5,107.1,0.392,19.7,68,95
"653","2022","Addison Russell","MVA","SS",80,279,334,124,2,3,66,64,"1.03",".363","11.62",17.1,14.1,82.5,0.488,49.2,103,105
"654","2022","Eliezer Ortiz","AGS","LF",50,121,135,58,1,1,38,22,"1.73",".398","40.33",15.6,6.7,42.9,0.405,10.4,32,95
"655","2022","Luis Jimenez","CAM","1B",87,340,361,126,1,4,89,111,"0.80",".337","20.00",7.5,3.3,44.4,0.419,32,90,110
"656","2022","Yeison Asencio","CAM","DH",86,315,351,120,0,4,90,90,"1.00",".353","28.64",8.5,6.3,73.3,0.418,30.8,88,109
"657","2022","Fernando Villegas","SLT","RF",80,301,331,145,1,1,88,62,"1.42",".392","37.62",14.8,6.3,42.9,0.425,31,85,96
"658","2022","Emmanuel Avila","MEX","3B",75,252,297,107,1,2,79,63,"1.25",".362","36.00",8.8,11.4,130.8,0.433,29.8,78,75
"659","2022","Brandon Villarreal","LEO","CF",76,276,332,94,10,2,97,53,"1.83",".402","276.00",13,11.7,90.7,0.404,25.2,79,85
"660","2022","Julian Ornelas","MEX","LF",67,189,221,102,2,0,48,43,"1.12",".373","15.75",15.8,13.1,82.9,0.461,27.5,63,78
"661","2022","Orlando Calixte","MTY","3B",83,294,332,109,2,3,77,60,"1.28",".395","22.62",18.4,9.6,52.5,0.428,32,86,96
"662","2022","Juan Perez","MVA","2B",80,271,331,134,2,5,48,75,"0.64",".376","13.55",18.7,14.8,79,0.475,45.1,99,104
"663","2022","Alexi Amarista","VER","2B",81,309,339,73,1,1,81,84,"0.96",".369","30.90",11.8,6.8,57.5,0.415,28.9,84,107
"664","2022","Dean Nevarez","TIJ","C",48,111,135,48,0,0,23,18,"1.28",".414","12.33",23.7,14.8,62.5,0.491,20.2,42,113
"665","2022","Samar Leyva","OAX","3B",45,174,196,72,2,0,45,40,"1.13",".390","29.00",16.3,5.1,31.2,0.428,18.9,51,92
"666","2022","Alejandro Mejia","PUE","1B",71,263,289,110,0,2,59,49,"1.20",".383","11.96",23.5,8.3,35.3,0.452,33.7,81,91
"667","2022","José A. Martínez","YUC","LF",39,136,154,70,0,1,28,44,"0.64",".379","68.00",12.3,10.4,84.2,0.393,10.2,35,118
"668","2022","Moises Gutierrez","MEX","2B",82,300,348,142,2,6,61,85,"0.72",".363","15.79",17.5,10.9,62.3,0.446,38.8,95,76
"669","2022","Carlos Figueroa","OAX","CF",83,309,348,107,2,2,109,61,"1.79",".368","51.50",11.2,9.8,87.2,0.394,23.5,80,91
"670","2022","Jose Zepeda","OAX","SS",50,119,135,43,3,0,34,21,"1.62",".402","23.80",20,8.1,40.7,0.416,11.6,33,93
"671","2022","Jorge Flores","PUE","SS",84,277,358,96,4,6,72,82,"0.88",".372","69.25",11.2,16.8,150,0.44,38.1,96,92
"672","2022","Bryan Araiza","OAX","LF",45,81,89,33,2,0,16,17,"0.94",".426","20.25",25.8,6.7,26.1,0.403,6.7,21,92
"673","2022","Hanzel Garcia","LEO","X",5,3,3,4,0,0,0,0,"-.--","1.000","-.--",66.7,0,0,0.316,0,0,Inf
"674","2022","Francisco Perez","SLT","C",2,3,4,0,0,0,0,1,"0.00",".500","-.--",25,0,0,0.471,0.5,1,112
"675","2022",NA,"LAG","SS",2,6,6,4,0,0,1,1,"1.00",".500","-.--",33.3,0,0,0.316,0,1,113
"676","2022","Maikel Serrano","TAB","1B",64,223,248,103,0,3,55,59,"0.93",".356","20.27",15.3,5.2,34.2,0.432,24.7,65,123
"677","2022","Niuman Romero","VER","3B",87,279,340,115,0,3,74,66,"1.12",".378","39.86",14.7,16.2,110,0.424,31.6,87,107
"678","2022","Santiago Gonzalez","DUR","X",50,82,91,41,0,1,23,24,"0.96",".347","41.00",9.9,8.8,88.9,0.381,5.1,20,82
"679","2022","Joey Terdoslavich","LEO","1B",90,322,380,150,0,3,73,81,"0.90",".356","15.33",17.1,14.2,83.1,0.451,44,106,87
"680","2022","Rio Ruiz","MEX","RF",19,70,89,33,0,1,23,16,"1.44",".350","35.00",10.1,19.1,188.9,0.437,9.2,24,74
"681","2022","Yadir Drake","YUC","RF",84,332,361,150,2,0,105,85,"1.24",".336","23.71",9.7,6.9,71.4,0.403,27.1,86,117
"682","2022","Leo German","PUE","CF",83,311,349,92,5,1,86,76,"1.13",".375","38.88",15.2,8,52.8,0.397,24.4,81,90
"683","2022","Jesse Castillo","LAG","1B",69,235,280,120,0,2,42,80,"0.53",".330","13.82",13.6,15,110.5,0.457,33.8,79,109
"684","2022","Christian Navarro","CAM","RF",37,113,120,41,0,0,31,25,"1.24",".385","56.50",16.7,5,30,0.369,5.5,25,111
"685","2022","Reynaldo Rodriguez","TIG","1B",86,330,355,128,0,5,68,107,"0.64",".337","17.37",14.6,5.4,36.5,0.404,26.9,84,124
"686","2022","Justin Bour","MEX","1B",16,52,67,21,0,1,22,6,"3.67",".349","26.00",11.9,19.4,162.5,0.447,7.5,18,78
"687","2022","Leandro Castro","TIJ","LF",84,316,345,134,0,2,72,80,"0.90",".359","17.56",18.3,5.5,30.2,0.418,30.3,86,116
"688","2022","Kevin Medrano","LAR","2B",58,175,204,78,1,2,54,36,"1.50",".382","87.50",15.2,12.3,80.6,0.388,12.7,46,113
"689","2022","Jorge Gonzalez","AGS","RF",67,203,221,95,0,2,56,33,"1.70",".403","33.83",22.6,7.2,32,0.378,11.9,48,93
"690","2022","Juan Uriarte","DUR","C",72,237,252,99,2,2,65,50,"1.30",".379","29.62",19.4,1.6,8.2,0.374,12.7,54,82
"691","2022","Isaac Rodriguez","TIJ","2B",82,314,368,103,2,2,106,69,"1.54",".354","44.86",11.1,11.7,104.9,0.406,28.6,88,117
"692","2022","Kennys Vargas","LAR","1B",85,281,353,146,0,0,54,38,"1.42",".446","16.53",27.8,19.3,69.4,0.465,45.1,102,111
"693","2022","Felix Perez","TIJ","DH",87,316,368,142,0,7,87,77,"1.13",".281","8.32",15.5,9.2,59.6,0.485,53.2,113,112
"694","2022","Carlos Rivero","AGS","3B",85,298,351,136,0,6,57,87,"0.66",".336","12.96",18.2,12.5,68.8,0.445,38.8,96,95
"695","2022","Zoilo Almonte","MTY","DH",90,326,374,144,0,3,86,67,"1.28",".338","12.07",19,11.5,60.6,0.45,43,104,96
"696","2022","Alejandro Flores","LAG","C",54,174,201,78,3,1,38,56,"0.68",".341","19.33",13.9,10.4,75,0.42,18,51,109
"697","2022","Noah Perio","MVA","1B",70,196,216,94,1,2,54,55,"0.98",".329","19.60",12.5,7.9,63,0.399,15.5,50,107
"698","2022","Armando Aguilar","PUE","DH",45,131,151,67,0,1,38,22,"1.73",".375","21.83",19.9,9.9,50,0.421,13.6,38,91
"699","2022","Jose Manuel Orozco","DUR","RF",74,253,280,126,0,2,53,57,"0.93",".371","15.81",22.9,8.6,37.5,0.417,24.3,70,85
"700","2022","Balbino Fuenmayor","LAR","DH",60,225,244,126,0,2,49,60,"0.82",".359","20.46",18.9,4.1,21.7,0.395,16.7,56,114
"701","2022","Josuan Hernandez","LEO","2B",66,250,278,130,4,3,85,62,"1.37",".322","20.83",10.8,6.8,63.3,0.4,20.2,65,85
"702","2022","Rudy Flores","LAR","LF",74,244,269,137,0,1,42,53,"0.79",".417","24.40",26.8,6.3,23.6,0.396,18.6,62,114
"703","2022","Carlos Munoz","AGS","1B",77,238,277,129,1,4,54,89,"0.61",".333","47.60",8.7,10.1,116.7,0.386,16.8,62,94
"704","2022","Jose Cardona","MTY","CF",80,326,354,113,1,1,89,97,"0.92",".349","65.20",10.7,6.2,57.9,0.369,16.3,74,95
"705","2022","Renae Martinez","TIJ","C",9,22,24,7,0,0,4,2,"2.00",".455","11.00",37.5,8.3,22.2,0.448,2.7,7,107
"706","2022","Junior Lake","TIJ","CF",88,340,379,171,0,4,77,77,"1.00",".358","15.46",21.6,8.4,39,0.417,32.9,94,116
"707","2022","Daniel Mayora","DUR","3B",26,85,99,36,0,2,27,22,"1.23",".319","21.25",11.1,11.1,100,0.407,7.8,24,84
"708","2022","Chris Roberson","MVA","RF",78,290,330,125,3,2,86,78,"1.10",".337","29.00",11.8,9.4,79.5,0.4,23.9,77,106
"709","2022","Gabriel Lino","OAX","C",37,120,142,46,0,0,25,17,"1.47",".400","12.00",28.2,13.4,47.5,0.471,18.8,42,93
"710","2022","Yangervis Solarte","LAG","2B",84,300,344,140,0,5,74,100,"0.74",".301","15.00",10.5,10.2,97.2,0.426,32.5,88,110
"711","2022","Ramón Torres","YUC","SS",21,79,90,24,3,1,29,20,"1.45",".333","39.50",10,7.8,77.8,0.368,4.1,19,118
"712","2022","Roberto Valenzuela","LAR","SS",85,294,351,123,5,2,91,77,"1.18",".340","32.67",11.4,13.7,120,0.407,27.5,84,113
"713","2022","Norberto Obeso","YUC","LF",68,193,256,75,5,2,68,41,"1.66",".366","193.00",11.7,19.5,166.7,0.416,22,64,115
"714","2022","Jesus Pulido","VER","X",32,38,48,15,0,0,6,8,"0.75",".440","38.00",25,16.7,66.7,0.446,5.4,13,108
"715","2022","Japhet Amador","MEX","DH",73,279,311,167,0,7,65,56,"1.16",".370","16.41",24.8,7.7,31.2,0.399,22.3,73,72
"716","2022","Rodolfo Amador","MVA","3B",79,273,286,118,1,2,82,68,"1.21",".338","27.30",14,2.1,15,0.376,14.9,61,106
"717","2022","Alay Lago","DUR","2B",25,89,103,46,1,2,29,28,"1.04",".325","89.00",6.8,10.7,157.1,0.364,4.3,21,82
"718","2022","Daniel Cornejo","AGS","LF",48,140,153,75,1,2,43,26,"1.65",".376","46.67",19.6,5.2,26.7,0.362,6.2,31,94
"719","2022","Julio Perez","AGS","X",31,35,42,15,0,0,10,6,"1.67",".385","35.00",19,9.5,50,0.415,3.6,10,99
"720","2022","Cade Gotta","LAR","CF",79,293,345,114,1,3,68,71,"0.96",".381","41.86",19.1,13.9,72.7,0.397,24.1,80,113
"721","2022","Gustavo Nunez","MTY","SS",85,316,355,122,2,2,117,73,"1.60",".336","79.00",8.7,9,103.2,0.372,17.3,75,95
"722","2022","Victor Mendoza","MTY","1B",86,291,342,128,0,3,75,81,"0.93",".328","19.40",13.7,13.2,95.7,0.422,31.2,87,96
"723","2022","Carlos Garzon","DUR","C",24,64,72,24,1,1,22,8,"2.75",".383","32.00",22.2,6.9,31.2,0.371,3.4,15,83
"724","2022","Abraham Lopez","YUC","X",11,16,19,11,0,1,1,6,"0.17",".417","-.--",26.3,10.5,40,0.347,0.5,4,109
"725","2022","Raico Santos","TAB","RF",62,231,266,110,10,2,94,57,"1.65",".335","231.00",7.5,7.9,105,0.357,9.6,53,130
"726","2022","Manny Olloque","DUR","LF",56,180,207,103,0,4,27,42,"0.64",".410","22.50",28.5,10.6,37.3,0.401,15.2,49,84
"727","2022","Maxwell Leon","TIJ","LF",34,84,98,40,1,2,22,20,"1.10",".359","28.00",19.4,11.2,57.9,0.386,5.9,22,116
"728","2022","Jose Guadalupe Chavez","TIJ","SS",51,172,206,83,2,2,45,44,"1.02",".356","34.40",16.5,13.6,82.4,0.394,13.9,47,118
"729","2022","Jesus Valdez","VER","DH",82,289,312,135,0,1,67,81,"0.83",".321","15.21",17,5.4,32.1,0.405,23.9,74,108
"730","2022","Zach Kirtley","TIJ","3B",73,231,278,116,0,3,40,66,"0.61",".342","14.44",20.5,15.5,75.4,0.439,29.4,74,115
"731","2022","Rigoberto Terrazas","OAX","3B",29,88,99,39,3,0,21,26,"0.81",".333","17.60",17.2,7.1,41.2,0.396,6.8,23,91
"732","2022","Francisco Lugo","TAB","LF",68,222,233,98,4,1,97,37,"2.62",".337","111.00",10.7,1.7,16,0.327,2.5,40,136
"733","2022","Lazaro Hernandez","TIG","3B",41,147,163,66,0,1,39,29,"1.34",".313","10.50",21.5,7.4,34.3,0.439,17.2,44,120
"734","2022","Jasson Atondo","MEX","SS",65,226,260,100,6,3,73,68,"1.07",".335","226.00",9.6,9.6,100,0.352,8.3,50,67
"735","2022","Amadeo Zazueta","TIJ","SS",59,200,217,87,4,1,68,49,"1.39",".343","100.00",12.4,5.5,44.4,0.335,3.8,39,122
"736","2022","Gabriel Gutierrez","PUE","C",74,230,283,90,2,2,62,69,"0.90",".328","32.86",11.7,13.1,112.1,0.411,23.2,69,91
"737","2022","Miguel Guzman","PUE","LF",81,326,355,136,6,3,127,75,"1.69",".324","65.20",9.6,5.1,52.9,0.346,9.5,67,88
"738","2022","Edson Garcia","AGS","SS",85,323,375,109,4,5,93,91,"1.02",".328","32.30",13.3,10.4,78,0.382,21.5,82,94
"739","2022","Alan Lopez","YUC","2B",49,76,86,31,0,1,28,7,"4.00",".386","76.00",22.1,10.5,47.4,0.362,3.5,17,123
"740","2022","Francisco Ferreiro","PUE","X",22,43,44,18,0,0,13,6,"2.17",".406","-.--",25,2.3,9.1,0.318,0.1,7,89
"741","2022","Andres Martin","VER","LF",20,53,58,13,0,0,16,5,"3.20",".432","-.--",27.6,6.9,25,0.331,0.8,10,112
"742","2022","Alejandro Ortiz","VER","RF",81,275,308,108,4,4,80,65,"1.23",".353","45.83",17.9,6.2,34.5,0.357,11.1,61,109
"743","2022","Oscar Sanay","DUR","2B",58,179,211,82,3,3,45,60,"0.75",".342","179.00",12.3,10.4,84.6,0.362,8.5,43,81
"744","2022","Orlando Pina","OAX","3B",68,216,252,104,0,5,47,64,"0.73",".323","18.00",17.9,11.1,62.2,0.405,19.3,60,92
"745","2022","Julian Leon","MEX","C",48,123,148,57,0,0,26,24,"1.08",".367","15.38",24.3,11.5,47.2,0.444,16.3,40,77
"746","2022","Enrique Osorio","LAR","RF",65,183,209,90,8,0,68,46,"1.48",".333","91.50",10.5,6.7,63.6,0.354,7,41,115
"747","2022","Efren Navarro","TIJ","1B",77,253,307,107,0,2,86,36,"2.39",".351","25.30",18.6,16,86,0.41,24.9,75,115
"748","2022","Mario Rosas","CAM","SS",16,30,32,8,0,1,9,5,"1.80",".364","30.00",25,3.1,12.5,0.326,0.3,5,125
"749","2022","Ronnier Mustelier","TIG","3B",29,97,113,45,0,2,36,21,"1.71",".313","32.33",11.5,10.6,92.3,0.377,6,24,128
"750","2022","Joshua Fuentes","YUC","3B",41,144,162,96,0,2,31,45,"0.69",".303","14.40",16.7,7.4,44.4,0.411,13.3,40,115
"751","2022","Jose Lizarraga","TIG","DH",57,181,199,81,1,3,41,59,"0.69",".340","60.33",15.6,4.5,29,0.341,4.5,37,130
"752","2022","Peter O'Brien","PUE","CF",85,299,341,128,0,3,55,67,"0.82",".318","9.34",26.7,10.9,40.7,0.452,39.8,95,92
"753","2022","Francisco Arcia","LAR","C",64,168,205,77,4,3,56,47,"1.19",".336","-.--",10.7,11.2,104.5,0.364,8.6,42,115
"754","2022","Alex Robles","TIG","2B",76,252,291,105,4,0,89,64,"1.39",".329","126.00",9.6,10,103.6,0.363,12,59,128
"755","2022","Adrian Salazar","SLT","2B",14,37,39,15,1,0,11,4,"2.75",".440","-.--",30.8,2.6,8.3,0.326,0.4,7,91
"756","2022","Luis Juarez","YUC","DH",43,138,169,69,0,1,31,43,"0.72",".295","13.80",14.2,17.2,120.8,0.442,18.3,46,114
"757","2022","Beder Gutierrez","LAR","LF",38,27,32,17,0,1,8,6,"1.33",".364","-.--",18.8,9.4,50,0.339,0.7,6,114
"758","2022","Tito Polo","TIG","CF",79,288,337,104,3,1,76,70,"1.09",".338","24.00",18.1,11,60.7,0.411,27.6,82,124
"759","2022","Aldo Nunez","MVA","X",48,34,38,19,0,0,10,6,"1.67",".360","34.00",21.1,10.5,50,0.365,1.6,8,103
"760","2022","Josh Reddick","MVA","RF",28,99,118,50,0,0,25,33,"0.76",".301","24.75",10.2,16.1,158.3,0.407,9.3,28,107
"761","2022","Carlo Mancillas","YUC","3B",21,41,48,16,0,0,9,6,"1.50",".400","20.50",29.2,14.6,50,0.425,4.5,12,118
"762","2022","Art Charles","YUC","1B",70,229,281,114,0,2,41,45,"0.91",".363","12.72",27.8,14.2,51.3,0.454,33.2,79,114
"763","2022","Pedro Florimón","LAG","SS",14,48,61,23,1,0,7,14,"0.50",".412","-.--",23,18,78.6,0.381,3.4,13,114
"764","2022","Diego Madero","CAM","2B",84,288,330,122,5,3,82,92,"0.89",".305","28.80",11.5,9.1,78.9,0.367,14.7,68,112
"765","2022","Issmael Salas","TAB","3B",73,231,276,116,5,2,62,71,"0.87",".308","23.10",13.8,11.6,84.2,0.395,18.8,64,126
"766","2022","Javier Sanchez","DUR","SS",63,169,187,70,2,0,43,32,"1.34",".402","-.--",25.1,8,31.9,0.326,1.8,32,79
"767","2022","Angel Chavarin","YUC","C",31,69,79,39,0,1,18,14,"1.29",".347","23.00",22.8,10.1,44.4,0.385,4.7,18,115
"768","2022","Agustin Murillo","TIJ","3B",52,173,203,82,1,1,47,45,"1.04",".341","57.67",16.3,12.8,78.8,0.366,8.9,42,118
"769","2022","Angel Erro","TIG","DH",64,180,215,68,5,1,63,43,"1.47",".327","60.00",13,11.6,89.3,0.365,9.2,44,128
"770","2022","Daniel Jimenez","CAM","LF",72,232,257,85,4,3,77,70,"1.10",".309","77.33",9.7,5.8,60,0.334,4.2,46,113
"771","2022","Victor Marquez","DUR","SS",67,142,161,52,4,1,64,30,"2.13",".313","-.--",7.5,8.7,116.7,0.336,2.9,29,79
"772","2022","Edwin Garcia","TAB","SS",73,253,302,121,6,6,69,91,"0.76",".309","63.25",10.6,11.3,106.2,0.354,10.1,59,132
"773","2022","Victor Ruiz","LAG","3B",34,104,114,56,1,1,30,20,"1.50",".338","20.80",22.8,6.1,26.9,0.366,5,23,115
"774","2022","Amilcar Gomez","AGS","RF",80,215,253,97,6,1,58,31,"1.87",".399","30.71",28.1,12.3,43.7,0.374,12.8,54,94
"775","2022","Miguel Torrero","VER","3B",48,132,140,58,1,0,43,27,"1.59",".330","33.00",17.9,5,28,0.335,2.4,25,110
"776","2022","Alan Garcia","LEO","RF",74,219,235,122,1,1,50,47,"1.06",".373","36.50",26,3.8,14.8,0.345,6.1,44,81
"777","2022","Albert Lara","TAB","X",33,73,78,37,3,0,20,17,"1.18",".346","24.33",23.1,2.6,11.1,0.361,3.1,16,128
"778","2022","Brennon Lund","LAR","RF",36,108,122,58,1,1,31,27,"1.15",".352","-.--",17.2,9,52.4,0.331,1.7,21,120
"779","2022","Adrian Tovalin","LAG","DH",77,230,283,125,0,2,59,44,"1.34",".348","20.91",22.3,15.9,71.4,0.418,24.8,71,110
"780","2022","Antonio Lamas","PUE","3B",84,290,333,120,2,2,90,87,"1.03",".291","26.36",10.2,10.5,102.9,0.376,17.4,71,90
"781","2022","Danny Ortiz","PUE","RF",86,332,373,160,0,5,68,89,"0.76",".276","9.49",22.8,8.6,37.6,0.436,38.4,99,91
"782","2022","Alan Espinoza","VER","C",78,259,283,127,0,1,78,64,"1.22",".314","28.78",15.5,6.7,43.2,0.36,10.9,57,108
"783","2022","Juan Carlos Garcia","AGS","C",9,14,15,2,1,0,2,3,"0.67",".500","-.--",40,0,0,0.294,-0.3,2,97
"784","2022","Brayan Mendoza","MTY","CF",33,56,63,33,1,0,14,9,"1.56",".405","56.00",28.6,7.9,27.8,0.357,2.3,12,99
"785","2022","Cesar Tapia","LEO","C",29,77,87,40,0,1,25,16,"1.56",".339","77.00",17.2,6.9,40,0.344,2.2,16,82
"786","2022","Jose Carlos Urena","OAX","RF",83,291,332,160,0,2,66,57,"1.16",".335","13.86",26.2,10.5,40.2,0.411,27.2,81,92
"787","2022","Javier Salazar","MTY","SS",66,222,247,101,2,2,61,68,"0.90",".310","37.00",13.8,7.7,55.9,0.346,6.6,47,94
"788","2022","Luis Rodriguez","LAR","2B",41,67,76,47,1,0,21,12,"1.75",".373","-.--",21.1,10.5,50,0.341,1.7,14,117
"789","2022","Kevin Garcia","PUE","C",20,53,57,34,0,0,12,13,"0.92",".342","26.50",22.8,5.3,23.1,0.349,1.7,11,88
"790","2022","Jhoan Urena","OAX","1B",28,99,113,59,0,1,33,20,"1.65",".312","24.75",16.8,11.5,68.4,0.373,5.6,24,90
"791","2022","Francisco Rivera","TAB","1B",70,223,258,117,3,5,66,72,"0.92",".311","111.50",11.6,8.5,73.3,0.336,4.7,46,136
"792","2022","Carlos Mendivil","SLT","C",73,188,231,82,4,3,65,33,"1.97",".333","31.33",19,14.7,77.3,0.38,12.8,50,97
"793","2022","Pablo Sandoval","TAB","DH",71,252,288,126,0,3,80,63,"1.27",".299","25.20",14.2,9.4,65.9,0.367,12.8,59,131
"794","2022","Arturo Rodriguez","LAR","C",51,142,161,76,0,3,35,45,"0.78",".298","23.67",15.5,8.7,56,0.362,6.5,33,114
"795","2022","Keven Lamas","LEO","2B",80,232,268,100,2,1,59,63,"0.94",".306","19.33",17.9,10.8,60.4,0.387,16.5,60,84
"796","2022","Eric Meza","OAX","DH",43,100,114,38,0,1,11,17,"0.65",".429","14.29",39.5,9.6,24.4,0.397,8,26,93
"797","2022","Jose Camacho","LEO","LF",59,147,179,70,0,3,30,34,"0.88",".366","36.75",25.1,13.4,53.3,0.39,11.5,40,85
"798","2022","Kristian Delgado","OAX","2B",42,122,149,55,3,3,38,34,"1.12",".317","61.00",14.8,12.8,86.4,0.358,5.5,30,89
"799","2022","Hector Mora","VER","SS",60,183,192,73,3,0,55,39,"1.41",".350","91.50",21.4,2.6,12.2,0.299,-2.5,29,110
"800","2022","Marco Chicuate","TIJ","C",45,126,136,60,0,1,40,23,"1.74",".337","42.00",21.3,5.9,27.6,0.327,1.4,23,125
"801","2022","Juan Rodriguez","DUR","3B",53,177,199,87,3,3,50,40,"1.25",".341","44.25",22.1,6,27.3,0.336,3.6,36,79
"802","2022","Jairo Perez","LEO","DH",68,214,248,107,2,1,86,44,"1.95",".289","30.57",11.3,8.9,78.6,0.376,12.9,53,83
"803","2022","Jose Aguilar","YUC","CF",63,185,214,100,3,0,62,47,"1.32",".321","185.00",13.1,9.3,71.4,0.342,5,40,121
"804","2022","Ricardo Valenzuela","MEX","C",43,120,143,63,1,0,37,30,"1.23",".290","20.00",14.7,14,95.2,0.401,10.5,34,72
"805","2022","Marc Flores","DUR","1B",80,233,286,143,0,1,52,58,"0.90",".325","21.18",21,17.1,81.7,0.402,21.2,68,84
"806","2022","Daniel Castro","MTY","SS",22,66,75,31,2,0,26,14,"1.86",".309","66.00",13.3,8,60,0.342,1.7,14,94
"807","2022","Rafael Rodriguez","LEO","C",10,11,14,9,1,0,3,2,"1.50",".429","-.--",28.6,14.3,50,0.35,0.4,3,72
"808","2022","Randy Romero","TAB","X",4,11,11,3,0,0,3,3,"1.00",".333","-.--",18.2,0,0,0.259,-0.5,1,196
"809","2022","Asael Sanchez","MTY","LF",60,191,215,78,1,2,54,37,"1.46",".328","23.88",23.7,9.8,41.2,0.359,8.1,43,95
"810","2022","Xorge Carrillo","TIJ","C",62,206,227,104,0,2,63,56,"1.13",".292","29.43",14.5,7.5,51.5,0.338,4.5,41,122
"811","2022","Roberto Ramos","MEX","1B",26,81,106,50,0,1,19,16,"1.19",".255","8.10",23.6,19.8,84,0.484,15.2,32,80
"812","2022","Marco Jaime","YUC","SS",59,144,173,66,9,3,58,41,"1.41",".291","72.00",10.4,9.2,88.9,0.336,3.1,31,123
"813","2022","Jorge Sesma","LAG","LF",50,100,114,52,1,0,37,13,"2.85",".338","50.00",21.1,7.9,37.5,0.354,3.8,22,115
"814","2022","Jose Heberto Felix","TAB","C",67,193,213,80,8,0,87,50,"1.74",".287","-.--",5.6,4.7,83.3,0.298,-3,32,139
"815","2022","Chad Sedio","YUC","X",13,26,37,15,0,0,8,5,"1.60",".316","26.00",16.2,21.6,133.3,0.461,4.6,11,110
"816","2022","Dennicher Carrasco","TIG","3B",27,93,102,44,1,0,21,17,"1.24",".362","23.25",30.4,6.9,22.6,0.366,4.5,21,128
"817","2022","Luis Medina","LEO","SS",70,235,252,118,4,0,61,54,"1.13",".335","33.57",24.2,3.6,14.8,0.326,2.4,43,80
"818","2022","Ramiro Pena","MTY","2B",72,262,289,121,1,1,68,96,"0.71",".279","37.43",10.4,8.7,83.3,0.335,5,52,94
"819","2022","Ricky Rodriguez","MVA","RF",52,131,142,65,0,0,31,24,"1.29",".360","32.75",28.9,4.2,14.6,0.339,2.9,26,107
"820","2022","Sebastian Garcia","OAX","2B",10,15,16,11,0,1,4,7,"0.57",".267","-.--",6.2,0,0,0.257,-0.8,2,74
"821","2022","Hector Hernandez","SLT","2B",33,79,88,28,0,2,21,27,"0.78",".284","39.50",13.6,8,58.3,0.324,0.7,15,95
"822","2022","Miguel Gamboa","MTY","3B",47,128,146,48,3,1,25,15,"1.67",".456","42.67",39.7,8.2,20.7,0.338,2.9,27,93
"823","2022","Ramon R Ramirez","CAM","RF",65,211,237,106,3,2,68,46,"1.48",".311","35.17",19.4,7.6,39.1,0.336,4.3,43,113
"824","2022","Manuel Orduno","TIG","RF",71,242,275,98,5,0,76,66,"1.15",".312","121.00",14.9,8.4,56.1,0.326,2.7,47,134
"825","2022","Ciro Norzagaray","PUE","2B",65,182,207,94,3,1,60,41,"1.46",".324","182.00",17.9,7.7,43.2,0.318,0.6,34,87
"826","2022","Francisco Hernandez","LAG","LF",56,110,120,52,4,0,47,16,"2.94",".322","110.00",18.3,4.2,22.7,0.306,-0.9,19,114
"827","2022","Francisco Peguero","MVA","LF",38,130,149,84,0,0,49,23,"2.13",".280","21.67",16.1,10.1,62.5,0.372,7.3,31,108
"828","2022","Johnny Davis","YUC","CF",38,153,166,82,0,1,56,26,"2.15",".311","51.00",19.3,6,31.2,0.31,-0.6,26,127
"829","2022","Erick Aybar","LAG","2B",42,161,179,86,3,0,64,37,"1.73",".279","40.25",11.7,8.4,71.4,0.326,1.7,31,114
"830","2022","Juremi Profar","LEO","LF",6,23,25,9,0,0,6,5,"1.20",".353","-.--",24,8,33.3,0.296,-0.4,4,69
"831","2022","Jose Vargas","LEO","1B",76,269,302,147,0,1,46,57,"0.81",".309","11.21",32.1,8.9,27.8,0.401,22.1,71,85
"832","2022","Rubi Silva","CAM","LF",31,127,135,70,1,0,49,21,"2.33",".317","127.00",18.5,4.4,24,0.307,-0.9,21,115
"833","2022","Christian Zazueta","TIJ","X",56,104,115,42,2,1,31,26,"1.19",".321","104.00",20,4.3,21.7,0.306,-0.8,18,124
"834","2022","Rashad Crawford","VER","RF",17,54,61,35,0,1,10,16,"0.63",".350","-.--",24.6,9.8,40,0.299,-0.8,9,113
"835","2022","Walter Ibarra","YUC","2B",52,187,204,79,4,1,47,49,"0.96",".338","187.00",23.5,5.4,22.9,0.291,-4.1,29,128
