"","Season","Name","Team","POS","GP","GS","INN","A","PO","E","F%","DP","TP","CS","SB","CS%","PB","PK"
"923","2024","Danry Vasquez","LAR","RF",71,71,"599.1",2,115,3,".975",2,0,NA,NA,NA,NA,NA
"924","2024","Cristhian Adames","PUE","SS",88,88,"719.0",271,149,11,".974",65,0,NA,NA,NA,NA,NA
"925","2024","Miguel Guzman","PUE","CF",23,22,"153.2",2,36,1,".974",1,0,NA,NA,NA,NA,NA
"926","2024","Melvin Mercedes","TIG","RF",22,19,"158.0",6,32,1,".974",1,0,NA,NA,NA,NA,NA
"927","2024","Brayan Quintero","CAM","SS",35,31,"260.1",77,37,3,".974",17,0,NA,NA,NA,NA,NA
"928","2024","Alcides Escobar","TIG","2B",75,74,"629.0",183,156,9,".974",44,0,NA,NA,NA,NA,NA
"929","2024","Jonathan Schoop","LAG","2B",67,66,"545.2",182,114,8,".974",52,0,NA,NA,NA,NA,NA
"930","2024","Maikel Serrano","JAL","RF",23,20,"174.0",1,36,1,".974",1,0,NA,NA,NA,NA,NA
"931","2024","Wilfredo Tovar","AGS","3B",28,27,"229.1",48,25,2,".973",5,0,NA,NA,NA,NA,NA
"932","2024","Gilberto Vizcarra","YUC","C",21,7,"76.0",6,67,2,".973",0,0,1,3,0.25,0,0
"933","2024","Alberth Martinez","LEO","CF",19,16,"134.0",0,36,1,".973",0,0,NA,NA,NA,NA,NA
"934","2024","Carlos Arellano","VER","2B",53,48,"422.2",141,109,7,".973",36,0,NA,NA,NA,NA,NA
"935","2024","Odúbel Herrera","PUE","CF",15,15,"121.2",0,35,1,".972",0,0,NA,NA,NA,NA,NA
"936","2024","Jairus Richards","TIJ","RF",26,16,"152.2",1,34,1,".972",1,0,NA,NA,NA,NA,NA
"937","2024","Asael Sanchez","MTY","RF",16,14,"117.0",0,35,1,".972",0,0,NA,NA,NA,NA,NA
"938","2024","Miguel Guzman","PUE","2B",38,36,"255.1",86,53,4,".972",20,0,NA,NA,NA,NA,NA
"939","2024","Zoilo Almonte","MTY","LF",45,45,"352.2",1,68,2,".972",0,0,NA,NA,NA,NA,NA
"940","2024","Alen Hanson","QRO","2B",48,45,"372.1",133,108,7,".972",35,0,NA,NA,NA,NA,NA
"941","2024","Jose Lizarraga","QRO","C",19,13,"125.1",11,91,3,".971",0,0,5,5,0.5,1,0
"942","2024","Connor Panas","CAM","RF",53,52,"445.0",3,99,3,".971",1,0,NA,NA,NA,NA,NA
"943","2024","Brandon Villarreal","SLT","LF",28,21,"168.0",2,32,1,".971",0,0,NA,NA,NA,NA,NA
"944","2024","Manuel Boscan","DUR","2B",56,53,"434.1",135,102,7,".971",31,0,NA,NA,NA,NA,NA
"945","2024","Dawel Lugo","TAB","3B",84,82,"699.2",121,48,5,".971",7,0,NA,NA,NA,NA,NA
"946","2024","Leobaldo Piña","CHI","2B",6,6,"47.0",17,16,1,".971",10,0,NA,NA,NA,NA,NA
"947","2024","Adeiny Hechavarría","TAB","SS",31,27,"240.1",56,40,3,".970",8,0,NA,NA,NA,NA,NA
"948","2024","Carlos Sepulveda","MEX","2B",34,21,"211.2",71,54,4,".969",19,0,NA,NA,NA,NA,NA
"949","2024","Hendrik Clementina","LAG","C",4,4,"32.0",1,30,1,".969",0,0,1,0,1,0,0
"950","2024","Agustin Murillo","QRO","3B",16,16,"118.0",24,7,1,".969",4,0,NA,NA,NA,NA,NA
"951","2024","Asael Sanchez","MTY","LF",24,18,"162.1",2,29,1,".969",1,0,NA,NA,NA,NA,NA
"952","2024","Dwight Smith Jr.","JAL","LF",20,16,"127.2",0,31,1,".969",0,0,NA,NA,NA,NA,NA
"953","2024","Jorge Bonifacio","SLT","LF",15,14,"115.1",2,28,1,".968",0,0,NA,NA,NA,NA,NA
"954","2024","Alejandro Gonzalez","OAX","CF",15,8,"77.0",0,30,1,".968",0,0,NA,NA,NA,NA,NA
"955","2024","Fabricio Macias","YUC","LF",18,15,"138.1",1,29,1,".968",0,0,NA,NA,NA,NA,NA
"956","2024","Renato Núñez","OAX","1B",5,5,"41.0",3,27,1,".968",4,0,NA,NA,NA,NA,NA
"957","2024","Jose Manuel Orozco","DUR","RF",58,51,"448.0",1,119,4,".968",0,0,NA,NA,NA,NA,NA
"958","2024","Jorge Bonifacio","TAB","RF",34,33,"295.0",2,57,2,".967",0,0,NA,NA,NA,NA,NA
"959","2024","Luis García","DUR","SS",15,13,"112.0",39,20,2,".967",7,0,NA,NA,NA,NA,NA
"960","2024","Ryan Grotjohn","TAB","2B",17,17,"140.2",28,31,2,".967",5,0,NA,NA,NA,NA,NA
"961","2024","Odúbel Herrera","MVA","RF",38,37,"315.0",1,58,2,".967",1,0,NA,NA,NA,NA,NA
"962","2024","Wilfredo Tovar","AGS","SS",58,58,"476.0",145,89,8,".967",46,0,NA,NA,NA,NA,NA
"963","2024","Drew Stankiewicz","PUE","3B",67,65,"540.1",122,53,6,".967",14,0,NA,NA,NA,NA,NA
"964","2024","Edgar Bravo","CAM","LF",17,15,"125.2",0,29,1,".967",0,0,NA,NA,NA,NA,NA
"965","2024","Alex D. Mejia","SLT","3B",71,70,"578.1",141,62,7,".967",21,0,NA,NA,NA,NA,NA
"966","2024","Melvin Mercedes","TIG","LF",33,23,"225.1",5,53,2,".967",0,0,NA,NA,NA,NA,NA
"967","2024","Yefri Pérez","LEO","2B",13,13,"102.0",32,26,2,".967",5,0,NA,NA,NA,NA,NA
"968","2024","Daniel Sanchez","CAM","C",23,16,"139.1",9,107,4,".967",2,0,3,14,0.176470588235294,2,0
"969","2024","Addison Russell","MVA","SS",82,82,"702.1",266,135,14,".966",65,0,NA,NA,NA,NA,NA
"970","2024","Brayan Mendoza","MTY","CF",24,5,"87.2",1,27,1,".966",1,0,NA,NA,NA,NA,NA
"971","2024","David Rodríguez","TIG","RF",18,18,"151.0",1,27,1,".966",1,0,NA,NA,NA,NA,NA
"972","2024","Gabriel Noriega","TIJ","SS",22,16,"166.1",51,32,3,".965",9,0,NA,NA,NA,NA,NA
"973","2024","Albert Lara","LAG","SS",26,16,"155.0",54,28,3,".965",12,0,NA,NA,NA,NA,NA
"974","2024","Jorge Flores","OAX","SS",70,69,"591.0",216,111,12,".965",42,0,NA,NA,NA,NA,NA
"975","2024","Jose Guadalupe Chavez","JAL","SS",10,6,"59.1",19,8,1,".964",3,0,NA,NA,NA,NA,NA
"976","2024","Juniel Querecuto","OAX","3B",14,9,"77.1",22,5,1,".964",2,0,NA,NA,NA,NA,NA
"977","2024","Jasson Atondo","TAB","SS",63,63,"527.0",190,78,10,".964",30,0,NA,NA,NA,NA,NA
"978","2024","Peter O'Brien","PUE","RF",67,58,"501.2",3,104,4,".964",1,0,NA,NA,NA,NA,NA
"979","2024","Edson Garcia","TIG","SS",28,24,"191.2",45,35,3,".964",13,0,NA,NA,NA,NA,NA
"980","2024","Anthony Alford","CAM","LF",33,33,"256.0",2,51,2,".964",1,0,NA,NA,NA,NA,NA
"981","2024","Yeison Asencio","SLT","LF",16,16,"133.0",2,24,1,".963",2,0,NA,NA,NA,NA,NA
"982","2024","Cade Gotta","LAR","CF",90,89,"768.1",5,177,7,".963",0,0,NA,NA,NA,NA,NA
"983","2024","Keven Lamas","SLT","SS",16,16,"128.0",51,27,3,".963",11,0,NA,NA,NA,NA,NA
"984","2024","Brayan Quintero","CAM","2B",14,12,"90.0",24,28,2,".963",11,0,NA,NA,NA,NA,NA
"985","2024","David Rodríguez","TIG","LF",12,12,"93.0",2,24,1,".963",0,0,NA,NA,NA,NA,NA
"986","2024","Freddy Galvis","LAR","SS",65,65,"539.1",173,110,11,".963",50,0,NA,NA,NA,NA,NA
"987","2024","Willians Astudillo","AGS","3B",48,45,"383.0",72,30,4,".962",13,0,NA,NA,NA,NA,NA
"988","2024","Eduardo Diaz","TIG","RF",28,25,"216.1",3,48,2,".962",1,0,NA,NA,NA,NA,NA
"989","2024","Leobaldo Piña","CHI","3B",69,68,"564.2",133,45,7,".962",16,0,NA,NA,NA,NA,NA
"990","2024","Marco Jaime","AGS","2B",17,12,"113.0",47,29,3,".962",10,1,NA,NA,NA,NA,NA
"991","2024","Angel Aguilar","OAX","3B",11,10,"90.0",15,10,1,".962",3,0,NA,NA,NA,NA,NA
"992","2024","Connor Panas","VER","LF",14,13,"116.0",2,23,1,".962",0,0,NA,NA,NA,NA,NA
"993","2024","Yairo Muñoz","LAR","3B",54,54,"449.2",86,38,5,".961",11,0,NA,NA,NA,NA,NA
"994","2024","Michael Baca","TAB","2B",9,3,"34.0",13,11,1,".960",3,0,NA,NA,NA,NA,NA
"995","2024","Angel Erro","TIG","3B",42,40,"315.1",50,22,3,".960",3,0,NA,NA,NA,NA,NA
"996","2024","Marco Jaime","AGS","RF",19,17,"137.0",2,22,1,".960",1,0,NA,NA,NA,NA,NA
"997","2024","Victor Marquez","DUR","SS",17,13,"105.0",32,16,2,".960",3,0,NA,NA,NA,NA,NA
"998","2024","Angel Aguilar","MVA","2B",38,35,"309.0",108,81,8,".959",35,0,NA,NA,NA,NA,NA
"999","2024","Roberto Valenzuela","MTY","3B",80,77,"652.2",145,67,9,".959",22,0,NA,NA,NA,NA,NA
"1000","2024","Gustavo Nunez","VER","SS",82,82,"694.0",218,134,15,".959",49,0,NA,NA,NA,NA,NA
